HEALTHCARE ASSOCIATED INFECTIONS AND ANTIMICROBIAL RESISTANCE,"Infectious Disease Transmission, Professional-to-Patient",D017757,0,0,null
HEALTHCARE ASSOCIATED INFECTIONS AND ANTIMICROBIAL RESISTANCE,Blood-Borne Pathogens,D017848,0,0,null
ANTIMICROBIAL RESISTANCE,"Drug Resistance, Microbial",D004352,0,122505,"[""|Natural Science, Anatomy and Organisms|Natural Sciences|Biological Sciences|Chemical and Pharmacologic Phenomena|Drug Resistance|Drug Resistance, Microbial|"",""|Natural Science, Anatomy and Organisms|Natural Sciences|Biological Sciences|Biological Phenomena, Cell Phenomena, and Immunity|Biological Phenomena|Microbiologic Phenomena|Drug Resistance, Microbial|""]"
BACTERAEMIA / SEPTICAEMIA,Bacteremia,D016470,0,294827,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Bacteremia|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Sepsis|Bacteremia|"",""|Diseases|Pathological Conditions, Signs and Symptoms|Pathologic Processes|Inflammation|Systemic Inflammatory Response Syndrome|Sepsis|Bacteremia|"",""|Diseases|Pathological Conditions, Signs and Symptoms|Pathologic Processes|Shock|Systemic Inflammatory Response Syndrome|Sepsis|Bacteremia|""]"
BACTERAEMIA / SEPTICAEMIA,Septicaemia,D018805,0,0,null
BACTERAEMIA / SEPTICAEMIA,Haemorrhagic Septicaemia,D006483,0,0,null
CLOSTRIDIUM DIFFICILE-ASSOCIATED DISEASE,Clostridium difficile,D016360,0,0,null
ENTEROCOCCUS AND GRE/VRE,Enterococcus,D016983,0,0,null
MRSA INFECTION,Methicillin-Resistant Staphylococcus aureus,D055624,0,0,null
NOROVIRUS INFECTION,Norovirus,D029322,0,118290,"[""|Natural Science, Anatomy and Organisms|Organisms|Viruses|Vertebrate Viruses|RNA Viruses|Caliciviridae|Norovirus|"",""|Natural Science, Anatomy and Organisms|Organisms|Viruses|RNA Viruses|Caliciviridae|Norovirus|""]"
HEPATITIS,"Hepatitis, Viral, Human",D006525,0,295027,"[""|Diseases|Digestive System Diseases|Liver Diseases|Hepatitis|Hepatitis, Viral, Human|"",""|Diseases|Virus Diseases|Hepatitis, Viral, Human|""]"
HEPATITIS A,Hepatitis A,D006506,0,294839,"[""|Diseases|Virus Diseases|RNA Virus Infections|Picornaviridae Infections|Enterovirus Infections|Hepatitis A|"",""|Diseases|Digestive System Diseases|Liver Diseases|Hepatitis|Hepatitis, Viral, Human|Hepatitis A|"",""|Diseases|Virus Diseases|Hepatitis, Viral, Human|Hepatitis A|""]"
HEPATITIS B,Hepatitis B,D006509,0,294840,"[""|Diseases|Virus Diseases|DNA Virus Infections|Hepadnaviridae Infections|Hepatitis B|"",""|Diseases|Digestive System Diseases|Liver Diseases|Hepatitis|Hepatitis, Viral, Human|Hepatitis B|"",""|Diseases|Virus Diseases|Hepatitis, Viral, Human|Hepatitis B|""]"
HEPATITIS C,Hepatitis C,D006526,0,294849,"[""|Diseases|Virus Diseases|RNA Virus Infections|Flaviviridae Infections|Hepatitis C|"",""|Diseases|Digestive System Diseases|Liver Diseases|Hepatitis|Hepatitis, Viral, Human|Hepatitis C|"",""|Diseases|Virus Diseases|Hepatitis, Viral, Human|Hepatitis C|""]"
MOUTH AND GUM INFECTIONS,Mouth Diseases,D009059,0,294055,"[""|Diseases|Stomatognathic Diseases|Mouth Diseases|""]"
RESPIRATORY INFECTIONS,Respiratory Tract Infections,D012141,0,294436,"[""|Diseases|Bacterial Infections and Mycoses|Infection|Respiratory Tract Infections|"",""|Diseases|Respiratory Tract Diseases|Respiratory Tract Infections|""]"
COMMON COLD,Common Cold,D003139,0,294461,"[""|Diseases|Virus Diseases|RNA Virus Infections|Picornaviridae Infections|Common Cold|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Respiratory Tract Infections|Common Cold|"",""|Diseases|Respiratory Tract Diseases|Respiratory Tract Infections|Common Cold|""]"
INFLUENZA,"Influenza, Human",D007251,0,293209,"[""|Diseases|Virus Diseases|RNA Virus Infections|Orthomyxoviridae Infections|Influenza, Human|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Respiratory Tract Infections|Influenza, Human|"",""|Diseases|Respiratory Tract Diseases|Respiratory Tract Infections|Influenza, Human|""]"
AVIAN INFLUENZA,Influenza A virus,D009980,0,118294,"[""|Natural Science, Anatomy and Organisms|Organisms|Viruses|Vertebrate Viruses|RNA Viruses|Orthomyxoviridae|Influenzavirus A|Influenza A virus|"",""|Natural Science, Anatomy and Organisms|Organisms|Viruses|RNA Viruses|Orthomyxoviridae|Influenzavirus A|Influenza A virus|""]"
AVIAN INFLUENZA,"Influenza A Virus, H5N1 Subtype",D053124,0,118090,"[""|Natural Science, Anatomy and Organisms|Organisms|Viruses|Vertebrate Viruses|RNA Viruses|Orthomyxoviridae|Influenzavirus A|Influenza A virus|Influenza A Virus, H5N1 Subtype|"",""|Natural Science, Anatomy and Organisms|Organisms|Viruses|RNA Viruses|Orthomyxoviridae|Influenzavirus A|Influenza A virus|Influenza A Virus, H5N1 Subtype|""]"
PANDEMIC INFLUENZA,"Influenza, Human",D007251,0,293209,"[""|Diseases|Virus Diseases|RNA Virus Infections|Orthomyxoviridae Infections|Influenza, Human|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Respiratory Tract Infections|Influenza, Human|"",""|Diseases|Respiratory Tract Diseases|Respiratory Tract Infections|Influenza, Human|""]"
PANDEMIC INFLUENZA,Disease Outbreaks,D004196,0,112547,"[""|Health Care|Population Characteristics|Health|Public Health|Disease Outbreaks|""]"
SEASONAL INFLUENZA,Seasonal Influenza,,0,0,null
SWINE INFLUENZA,"Influenza A Virus, H1N1 Subtype",D053118,0,118086,"[""|Natural Science, Anatomy and Organisms|Organisms|Viruses|Vertebrate Viruses|RNA Viruses|Orthomyxoviridae|Influenzavirus A|Influenza A virus|Influenza A Virus, H1N1 Subtype|"",""|Natural Science, Anatomy and Organisms|Organisms|Viruses|RNA Viruses|Orthomyxoviridae|Influenzavirus A|Influenza A virus|Influenza A Virus, H1N1 Subtype|""]"
LEGIONNAIRE'S DISEASE,Legionnaire's Disease,D007877,0,0,null
PNEUMONIA,Pneumonia,D011014,0,294445,"[""|Diseases|Respiratory Tract Diseases|Lung Diseases|Pneumonia|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Respiratory Tract Infections|Pneumonia|"",""|Diseases|Respiratory Tract Diseases|Respiratory Tract Infections|Pneumonia|""]"
RESPIRATORY SYNCYTIAL VIRUS (RSV),"Respiratory Syncytial Virus, Human",D018113,0,117915,"[""|Natural Science, Anatomy and Organisms|Organisms|Viruses|Vertebrate Viruses|RNA Viruses|Mononegavirales|Paramyxoviridae|Pneumovirinae|Pneumovirus|Respiratory Syncytial Viruses|Respiratory Syncytial Virus, Human|"",""|Natural Science, Anatomy and Organisms|Organisms|Viruses|RNA Viruses|Mononegavirales|Paramyxoviridae|Pneumovirinae|Pneumovirus|Respiratory Syncytial Viruses|Respiratory Syncytial Virus, Human|""]"
SARS,Severe Acute Respiratory Syndrome,D045169,0,292681,"[""|Diseases|Virus Diseases|RNA Virus Infections|Nidovirales Infections|Coronaviridae Infections|Coronavirus Infections|Severe Acute Respiratory Syndrome|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Respiratory Tract Infections|Severe Acute Respiratory Syndrome|"",""|Diseases|Respiratory Tract Diseases|Respiratory Tract Infections|Severe Acute Respiratory Syndrome|""]"
SEXUALLY TRANSMITTED INFECTIONS,Sexually Transmitted Diseases,D012749,0,295871,"[""|Diseases|Female Urogenital Diseases and Pregnancy Complications|Female Urogenital Diseases|Genital Diseases, Female|Sexually Transmitted Diseases|"",""|Diseases|Male Urogenital Diseases|Genital Diseases, Male|Sexually Transmitted Diseases|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Sexually Transmitted Diseases|"",""|Diseases|Virus Diseases|Sexually Transmitted Diseases|""]"
CHLAMYDIA,Chlamydia infections,D002690,0,0,null
GENITAL WARTS (HPV),Human Papilloma,D010212,0,0,null
GONORRHOEA,,D006069,0,0,null
HERPES,Herpes Genitalis,D006558,0,294869,"[""|Diseases|Female Urogenital Diseases and Pregnancy Complications|Female Urogenital Diseases|Genital Diseases, Female|Herpes Genitalis|"",""|Diseases|Male Urogenital Diseases|Genital Diseases, Male|Herpes Genitalis|"",""|Diseases|Virus Diseases|DNA Virus Infections|Herpesviridae Infections|Herpes Simplex|Herpes Genitalis|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Skin Diseases, Infectious|Skin Diseases, Viral|Herpes Simplex|Herpes Genitalis|"",""|Diseases|Skin and Connective Tissue Diseases|Skin Diseases|Skin Diseases, Infectious|Skin Diseases, Viral|Herpes Simplex|Herpes Genitalis|"",""|Diseases|Virus Diseases|Skin Diseases, Viral|Herpes Simplex|Herpes Genitalis|"",""|Diseases|Female Urogenital Diseases and Pregnancy Complications|Female Urogenital Diseases|Genital Diseases, Female|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Viral|Herpes Genitalis|"",""|Diseases|Male Urogenital Diseases|Genital Diseases, Male|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Viral|Herpes Genitalis|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Viral|Herpes Genitalis|"",""|Diseases|Virus Diseases|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Viral|Herpes Genitalis|""]"
HIV/AIDS,HIV Infections,D015658,0,293430,"[""|Diseases|Immune System Diseases|Immunologic Deficiency Syndromes|HIV Infections|"",""|Diseases|Virus Diseases|RNA Virus Infections|Retroviridae Infections|Lentivirus Infections|HIV Infections|"",""|Diseases|Female Urogenital Diseases and Pregnancy Complications|Female Urogenital Diseases|Genital Diseases, Female|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Viral|HIV Infections|"",""|Diseases|Male Urogenital Diseases|Genital Diseases, Male|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Viral|HIV Infections|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Viral|HIV Infections|"",""|Diseases|Virus Diseases|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Viral|HIV Infections|""]"
LYMPHOGRANULOMA VENEREUM (LGV),Lymphogranuloma Venereum,D008219,0,293135,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Negative Bacterial Infections|Chlamydiaceae Infections|Chlamydia Infections|Lymphogranuloma Venereum|"",""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Sexually Transmitted Diseases, Bacterial|Chlamydia Infections|Lymphogranuloma Venereum|"",""|Diseases|Female Urogenital Diseases and Pregnancy Complications|Female Urogenital Diseases|Genital Diseases, Female|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Bacterial|Chlamydia Infections|Lymphogranuloma Venereum|"",""|Diseases|Male Urogenital Diseases|Genital Diseases, Male|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Bacterial|Chlamydia Infections|Lymphogranuloma Venereum|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Bacterial|Chlamydia Infections|Lymphogranuloma Venereum|"",""|Diseases|Virus Diseases|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Bacterial|Chlamydia Infections|Lymphogranuloma Venereum|""]"
PUBIC LICE,Pediculus,D010374,0,0,null
SYPHILIS,Syphilis,D013587,0,294342,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Sexually Transmitted Diseases, Bacterial|Syphilis|"",""|Diseases|Female Urogenital Diseases and Pregnancy Complications|Female Urogenital Diseases|Genital Diseases, Female|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Bacterial|Syphilis|"",""|Diseases|Male Urogenital Diseases|Genital Diseases, Male|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Bacterial|Syphilis|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Bacterial|Syphilis|"",""|Diseases|Virus Diseases|Sexually Transmitted Diseases|Sexually Transmitted Diseases, Bacterial|Syphilis|"",""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Negative Bacterial Infections|Treponemal Infections|Syphilis|"",""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Spirochaetales Infections|Treponemal Infections|Syphilis|""]"
SKIN AND NAIL INFECTIONS,"Skin diseases, infectious",D012874,0,0,null
ATHLETE'S FOOT/TINEA,Tinea,D014005,0,296028,"[""|Diseases|Bacterial Infections and Mycoses|Mycoses|Dermatomycoses|Tinea|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Skin Diseases, Infectious|Dermatomycoses|Tinea|"",""|Diseases|Skin and Connective Tissue Diseases|Skin Diseases|Skin Diseases, Infectious|Dermatomycoses|Tinea|""]"
CANDIDA,Candida,D002175,0,0,null
CELLULITIS,Cellulitis,D002481,0,294298,"[""|Diseases|Skin and Connective Tissue Diseases|Connective Tissue Diseases|Cellulitis|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Skin Diseases, Infectious|Cellulitis|"",""|Diseases|Skin and Connective Tissue Diseases|Skin Diseases|Skin Diseases, Infectious|Cellulitis|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Suppuration|Cellulitis|"",""|Diseases|Pathological Conditions, Signs and Symptoms|Pathologic Processes|Inflammation|Suppuration|Cellulitis|""]"
HEAD LICE,Head Lice,D010374,0,0,null
PARVOVIRUS B19,Parvovirus B19,D017992,0,0,null
SCABIES,Scabies,D012532,0,295842,"[""|Diseases|Parasitic Diseases|Skin Diseases, Parasitic|Ectoparasitic Infestations|Mite Infestations|Scabies|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Skin Diseases, Infectious|Skin Diseases, Parasitic|Ectoparasitic Infestations|Mite Infestations|Scabies|"",""|Diseases|Skin and Connective Tissue Diseases|Skin Diseases|Skin Diseases, Infectious|Skin Diseases, Parasitic|Ectoparasitic Infestations|Mite Infestations|Scabies|"",""|Diseases|Parasitic Diseases|Skin Diseases, Parasitic|Scabies|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Skin Diseases, Infectious|Skin Diseases, Parasitic|Scabies|"",""|Diseases|Skin and Connective Tissue Diseases|Skin Diseases|Skin Diseases, Infectious|Skin Diseases, Parasitic|Scabies|""]"
SHINGLES,Herpes Zoster,D006562,0,294874,"[""|Diseases|Virus Diseases|DNA Virus Infections|Herpesviridae Infections|Herpes Zoster|""]"
SMALLPOX,Smallpox,D012899,0,295903,"[""|Diseases|Virus Diseases|DNA Virus Infections|Poxviridae Infections|Smallpox|""]"
STREPTOCOCCAL INFECTIONS,Streptococcal infections,D013290,0,0,null
TRAVEL ASSOCIATED INFECTIONS,Travel Associated Infections,,0,0,null
LEISHMANIASIS,Leishmaniasis,D007896,0,293746,"[""|Diseases|Parasitic Diseases|Protozoan Infections|Sarcomastigophora Infections|Mastigophora Infections|Leishmaniasis|"",""|Diseases|Parasitic Diseases|Skin Diseases, Parasitic|Leishmaniasis|"",""|Diseases|Bacterial Infections and Mycoses|Infection|Skin Diseases, Infectious|Skin Diseases, Parasitic|Leishmaniasis|"",""|Diseases|Skin and Connective Tissue Diseases|Skin Diseases|Skin Diseases, Infectious|Skin Diseases, Parasitic|Leishmaniasis|""]"
LEPROSY,Leprosy,D007918,0,293099,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Positive Bacterial Infections|Actinomycetales Infections|Mycobacterium Infections|Leprosy|""]"
MALARIA,Malaria,D008288,0,293143,"[""|Diseases|Parasitic Diseases|Protozoan Infections|Coccidiosis|Malaria|""]"
VIRAL HEMORRHAGIC FEVER,"Hemorragic Fevers, viral",D006482,0,0,null
MARBURG HAEMORRHAGIC FEVER,Marburg Virus Disease,D008379,0,0,null
LASSA FEVER,Lassa Fever,D007835,0,293349,"[""|Diseases|Virus Diseases|RNA Virus Infections|Arenaviridae Infections|Lassa Fever|"",""|Diseases|Virus Diseases|RNA Virus Infections|Hemorrhagic Fevers, Viral|Lassa Fever|""]"
EBOLA HAEMORRHAGIC FEVER,Ebola Haemorrhagic Fever,D019142,0,0,null
DENGUE FEVER,Dengue hemorragic fever,D019595,0,0,null
YELLOW FEVER,Yellow fever,D015004,0,0,null
TUBERCULOSIS,Tuberculosis,D014376,0,296083,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Positive Bacterial Infections|Actinomycetales Infections|Mycobacterium Infections|Tuberculosis|""]"
URINARY TRACT INFECTION,Urinary Tract Infection,D014552,0,0,null
VACCINE PREVENTABLE DISEASES,Vaccine Preventable Diseases,,0,0,null
CHICKENPOX,Chickenpox,D002644,0,294357,"[""|Diseases|Virus Diseases|DNA Virus Infections|Herpesviridae Infections|Chickenpox|""]"
DIPHTHERIA,Corynebacterium diphtheriae,D003353,0,0,null
HAEMOPHILUS INFLUENZAE TYPE B (HIB),Haemophilus influenzae Type B (HiB),D019741,0,0,null
INFLUENZA,Influenza,D007251,0,0,null
MEASLES,Measles,D008457,0,293153,"[""|Diseases|Virus Diseases|RNA Virus Infections|Mononegavirales Infections|Paramyxoviridae Infections|Morbillivirus Infections|Measles|""]"
MENINGOCOCCAL MENINGITIS,"Meningitis, Meningococcal",D008585,0,293183,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Central Nervous System Bacterial Infections|Meningitis, Bacterial|Meningitis, Meningococcal|"",""|Diseases|Bacterial Infections and Mycoses|Central Nervous System Infections|Central Nervous System Bacterial Infections|Meningitis, Bacterial|Meningitis, Meningococcal|"",""|Diseases|Nervous System Diseases|Central Nervous System Diseases|Central Nervous System Infections|Central Nervous System Bacterial Infections|Meningitis, Bacterial|Meningitis, Meningococcal|"",""|Diseases|Nervous System Diseases|Central Nervous System Diseases|Meningitis|Meningitis, Bacterial|Meningitis, Meningococcal|"",""|Diseases|Bacterial Infections and Mycoses|Central Nervous System Infections|Meningitis|Meningitis, Bacterial|Meningitis, Meningococcal|"",""|Diseases|Nervous System Diseases|Central Nervous System Diseases|Central Nervous System Infections|Meningitis|Meningitis, Bacterial|Meningitis, Meningococcal|"",""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Negative Bacterial Infections|Neisseriaceae Infections|Meningococcal Infections|Meningitis, Meningococcal|""]"
MUMPS,Mumps,D009107,0,293252,"[""|Diseases|Stomatognathic Diseases|Mouth Diseases|Salivary Gland Diseases|Parotid Diseases|Parotitis|Mumps|"",""|Diseases|Stomatognathic Diseases|Mouth Diseases|Salivary Gland Diseases|Sialadenitis|Parotitis|Mumps|"",""|Diseases|Virus Diseases|RNA Virus Infections|Mononegavirales Infections|Paramyxoviridae Infections|Rubulavirus Infections|Mumps|""]"
PNEUMOCOCCAL DISEASE,Pneumococcal Infections,D011008,0,293186,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Positive Bacterial Infections|Streptococcal Infections|Pneumococcal Infections|""]"
POLIO,Poliomyelitis,D011051,0,295504,"[""|Diseases|Bacterial Infections and Mycoses|Central Nervous System Infections|Central Nervous System Viral Diseases|Poliomyelitis|"",""|Diseases|Nervous System Diseases|Central Nervous System Diseases|Central Nervous System Infections|Central Nervous System Viral Diseases|Poliomyelitis|"",""|Diseases|Virus Diseases|Central Nervous System Viral Diseases|Poliomyelitis|"",""|Diseases|Virus Diseases|RNA Virus Infections|Picornaviridae Infections|Enterovirus Infections|Poliomyelitis|"",""|Diseases|Nervous System Diseases|Neurodegenerative Diseases|Motor Neuron Disease|Poliomyelitis|"",""|Diseases|Nervous System Diseases|Neuromuscular Diseases|Motor Neuron Disease|Poliomyelitis|"",""|Diseases|Bacterial Infections and Mycoses|Central Nervous System Infections|Myelitis|Poliomyelitis|"",""|Diseases|Nervous System Diseases|Central Nervous System Diseases|Central Nervous System Infections|Myelitis|Poliomyelitis|"",""|Diseases|Bacterial Infections and Mycoses|Central Nervous System Infections|Central Nervous System Viral Diseases|Myelitis|Poliomyelitis|"",""|Diseases|Nervous System Diseases|Central Nervous System Diseases|Central Nervous System Infections|Central Nervous System Viral Diseases|Myelitis|Poliomyelitis|"",""|Diseases|Virus Diseases|Central Nervous System Viral Diseases|Myelitis|Poliomyelitis|"",""|Diseases|Nervous System Diseases|Central Nervous System Diseases|Spinal Cord Diseases|Myelitis|Poliomyelitis|"",""|Diseases|Nervous System Diseases|Central Nervous System Diseases|Spinal Cord Diseases|Poliomyelitis|""]"
RUBELLA,Rubella,D012409,0,295820,"[""|Diseases|Virus Diseases|RNA Virus Infections|Togaviridae Infections|Rubivirus Infections|Rubella|""]"
TETANUS,Tetanus,D013742,0,296003,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Positive Bacterial Infections|Clostridium Infections|Tetanus|""]"
TUBERCULOSIS,Tuberculosis,D014376,0,296083,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Positive Bacterial Infections|Actinomycetales Infections|Mycobacterium Infections|Tuberculosis|""]"
WHOOPING COUGH (PERTUSSIS),Whooping couch,D014917,0,0,null
ZOONOSES,Zoonoses,D015047,0,0,null
ANTHRAX,Anthrax,D000881,0,293861,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Positive Bacterial Infections|Bacillaceae Infections|Anthrax|""]"
LEPTOSPIROSIS,Leptospirosis,D007922,0,293359,"[""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Negative Bacterial Infections|Leptospirosis|"",""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Spirochaetales Infections|Leptospirosis|""]"
RABIES,Rabies,D011818,0,295753,"[""|Diseases|Virus Diseases|RNA Virus Infections|Mononegavirales Infections|Rhabdoviridae Infections|Rabies|""]"
TICK-BORNE DISEASES,Tick-Borne Diseases,D017282,0,293344,"[""|Diseases|Virus Diseases|Arbovirus Infections|Tick-Borne Diseases|"",""|Diseases|Bacterial Infections and Mycoses|Bacterial Infections|Gram-Negative Bacterial Infections|Tick-Borne Diseases|"",""|Diseases|Parasitic Diseases|Protozoan Infections|Tick-Borne Diseases|""]"
